mag,rho,eff_rd
22.0,6.31,6.25
22.2,6.31,6.875
22.4,6.31,4.375
15.0,7.943,1.875
15.2,7.943,4.375
15.4,7.943,5.625
15.6,7.943,2.5
15.8,7.943,12.5
16.0,7.943,18.125
16.2,7.943,53.75
16.4,7.943,65.0
16.6,7.943,85.0
16.8,7.943,92.5
17.0,7.943,95.625
17.2,7.943,95.625
17.4,7.943,96.25
17.6,7.943,96.875
17.8,7.943,94.375
18.0,7.943,96.875
18.2,7.943,95.0
18.4,7.943,95.625
18.6,7.943,98.125
18.8,7.943,96.25
19.0,7.943,93.75
19.2,7.943,96.25
19.4,7.943,95.625
19.6,7.943,93.75
19.8,7.943,93.125
20.0,7.943,90.625
20.2,7.943,91.25
20.4,7.943,84.375
20.6,7.943,81.875
20.8,7.943,72.5
21.0,7.943,57.5
21.2,7.943,43.75
21.4,7.943,22.5
21.6,7.943,17.5
21.8,7.943,11.875
22.0,7.943,10.0
22.2,7.943,11.25
22.4,7.943,6.25
15.0,10.0,4.375
15.2,10.0,3.125
15.4,10.0,4.375
15.6,10.0,15.0
15.8,10.0,29.375
16.0,10.0,60.0
16.2,10.0,86.25
16.4,10.0,96.25
16.6,10.0,96.875
16.8,10.0,98.125
17.0,10.0,98.125
17.2,10.0,96.25
17.4,10.0,96.875
17.6,10.0,96.25
17.8,10.0,96.875
18.0,10.0,98.125
18.2,10.0,94.375
18.4,10.0,96.25
18.6,10.0,98.75
18.8,10.0,97.5
19.0,10.0,95.0
19.2,10.0,97.5
19.4,10.0,97.5
19.6,10.0,93.75
19.8,10.0,91.875
20.0,10.0,94.375
20.2,10.0,91.875
20.4,10.0,88.75
20.6,10.0,83.75
20.8,10.0,71.25
21.0,10.0,52.5
21.2,10.0,38.125
21.4,10.0,20.625
21.6,10.0,16.25
21.8,10.0,8.125
22.0,10.0,8.75
22.2,10.0,7.5
22.4,10.0,4.375
15.0,12.589,1.875
15.2,12.589,4.375
15.4,12.589,14.375
15.6,12.589,48.75
15.8,12.589,80.0
16.0,12.589,96.875
16.2,12.589,95.625
16.4,12.589,100.0
16.6,12.589,96.25
16.8,12.589,98.125
17.0,12.589,97.5
17.2,12.589,95.0
17.4,12.589,97.5
17.6,12.589,95.625
17.8,12.589,97.5
18.0,12.589,99.375
18.2,12.589,98.125
18.4,12.589,98.125
18.6,12.589,96.875
18.8,12.589,98.125
19.0,12.589,96.875
19.2,12.589,98.125
19.4,12.589,98.125
19.6,12.589,96.875
19.8,12.589,95.0
20.0,12.589,95.625
20.2,12.589,91.875
20.4,12.589,88.125
20.6,12.589,76.875
20.8,12.589,65.0
21.0,12.589,53.125
21.2,12.589,39.375
21.4,12.589,21.25
21.6,12.589,18.125
21.8,12.589,9.375
22.0,12.589,8.75
22.2,12.589,10.0
22.4,12.589,4.375
15.0,17.783,14.375
15.2,17.783,37.5
15.4,17.783,81.25
15.6,17.783,94.375
15.8,17.783,95.0
16.0,17.783,96.875
16.2,17.783,97.5
16.4,17.783,97.5
16.6,17.783,97.5
16.8,17.783,95.625
17.0,17.783,98.125
17.2,17.783,97.5
17.4,17.783,98.125
17.6,17.783,98.75
17.8,17.783,97.5
18.0,17.783,96.875
18.2,17.783,97.5
18.4,17.783,97.5
18.6,17.783,98.125
18.8,17.783,94.375
19.0,17.783,97.5
19.2,17.783,96.875
19.4,17.783,96.25
19.6,17.783,95.625
19.8,17.783,97.5
20.0,17.783,96.875
20.2,17.783,90.0
20.4,17.783,87.5
20.6,17.783,78.125
20.8,17.783,70.0
21.0,17.783,51.875
21.2,17.783,31.25
21.4,17.783,20.0
21.6,17.783,15.0
21.8,17.783,4.375
22.0,17.783,5.625
22.2,17.783,5.625
22.4,17.783,6.875
15.0,25.119,79.375
15.2,25.119,95.0
15.4,25.119,98.75
15.6,25.119,98.75
15.8,25.119,98.75
16.0,25.119,98.125
16.2,25.119,98.75
16.4,25.119,96.875
16.6,25.119,97.5
16.8,25.119,98.125
17.0,25.119,98.75
17.2,25.119,95.625
17.4,25.119,98.125
17.6,25.119,98.125
17.8,25.119,97.5
18.0,25.119,98.125
18.2,25.119,96.25
18.4,25.119,95.625
18.6,25.119,98.125
18.8,25.119,96.25
19.0,25.119,97.5
19.2,25.119,95.625
19.4,25.119,98.125
19.6,25.119,98.75
19.8,25.119,95.625
20.0,25.119,96.25
20.2,25.119,92.5
20.4,25.119,85.625
20.6,25.119,70.625
20.8,25.119,68.75
21.0,25.119,46.875
21.2,25.119,28.125
21.4,25.119,21.875
21.6,25.119,16.875
21.8,25.119,10.0
22.0,25.119,5.0
22.2,25.119,5.0
22.4,25.119,5.625
15.0,39.811,96.25
15.2,39.811,95.625
15.4,39.811,98.125
15.6,39.811,98.75
15.8,39.811,98.125
16.0,39.811,96.875
16.2,39.811,99.375
16.4,39.811,99.375
16.6,39.811,98.75
16.8,39.811,100.0
17.0,39.811,96.875
17.2,39.811,97.5
17.4,39.811,98.75
17.6,39.811,98.75
17.8,39.811,96.875
18.0,39.811,98.75
18.2,39.811,98.125
18.4,39.811,99.375
18.6,39.811,99.375
18.8,39.811,98.125
19.0,39.811,96.25
19.2,39.811,98.125
19.4,39.811,94.375
19.6,39.811,95.625
19.8,39.811,97.5
20.0,39.811,96.875
20.2,39.811,91.875
20.4,39.811,87.5
20.6,39.811,73.75
20.8,39.811,56.25
21.0,39.811,43.125
21.2,39.811,22.5
21.4,39.811,15.0
21.6,39.811,10.0
21.8,39.811,9.375
22.0,39.811,6.875
22.2,39.811,6.875
22.4,39.811,5.0
15.0,56.234,95.625
15.2,56.234,97.5
15.4,56.234,97.5
15.6,56.234,98.75
15.8,56.234,97.5
16.0,56.234,98.125
16.2,56.234,97.5
16.4,56.234,97.5
16.6,56.234,99.375
16.8,56.234,97.5
17.0,56.234,98.125
17.2,56.234,96.875
17.4,56.234,98.125
17.6,56.234,99.375
17.8,56.234,96.875
18.0,56.234,98.75
18.2,56.234,98.75
18.4,56.234,99.375
18.6,56.234,98.75
18.8,56.234,96.875
19.0,56.234,95.625
19.2,56.234,98.125
19.4,56.234,96.875
19.6,56.234,96.25
19.8,56.234,95.625
20.0,56.234,91.875
20.2,56.234,88.125
20.4,56.234,82.5
20.6,56.234,76.875
20.8,56.234,51.25
21.0,56.234,36.875
21.2,56.234,26.25
21.4,56.234,18.75
21.6,56.234,13.125
21.8,56.234,11.25
22.0,56.234,5.625
22.2,56.234,8.125
22.4,56.234,6.875
15.0,100.0,99.375
15.2,100.0,98.125
15.4,100.0,98.75
15.6,100.0,98.75
15.8,100.0,96.875
16.0,100.0,97.5
16.2,100.0,97.5
16.4,100.0,100.0
16.6,100.0,97.5
16.8,100.0,97.5
17.0,100.0,96.875
17.2,100.0,98.125
17.4,100.0,95.625
17.6,100.0,95.625
17.8,100.0,99.375
18.0,100.0,97.5
18.2,100.0,96.25
18.4,100.0,98.75
18.6,100.0,96.25
18.8,100.0,97.5
19.0,100.0,96.875
19.2,100.0,98.75
19.4,100.0,99.375
19.6,100.0,96.875
19.8,100.0,96.25
20.0,100.0,93.75
20.2,100.0,91.25
20.4,100.0,85.0
20.6,100.0,63.125
20.8,100.0,50.625
21.0,100.0,33.125
21.2,100.0,19.375
21.4,100.0,14.375
21.6,100.0,11.875
21.8,100.0,8.125
22.0,100.0,8.125
22.2,100.0,8.75
22.4,100.0,4.375
15.0,177.828,98.75
15.2,177.828,100.0
15.4,177.828,97.5
15.6,177.828,100.0
15.8,177.828,97.5
16.0,177.828,99.375
16.2,177.828,98.75
16.4,177.828,98.125
16.6,177.828,95.0
16.8,177.828,99.375
17.0,177.828,96.875
17.2,177.828,99.375
17.4,177.828,98.75
17.6,177.828,98.75
17.8,177.828,98.125
18.0,177.828,99.375
18.2,177.828,98.75
18.4,177.828,99.375
18.6,177.828,100.0
18.8,177.828,99.375
19.0,177.828,98.125
19.2,177.828,96.25
19.4,177.828,95.0
19.6,177.828,97.5
19.8,177.828,96.875
20.0,177.828,94.375
20.2,177.828,87.5
20.4,177.828,75.0
20.6,177.828,58.125
20.8,177.828,39.375
21.0,177.828,24.375
21.2,177.828,20.625
21.4,177.828,13.125
21.6,177.828,8.75
21.8,177.828,7.5
22.0,177.828,6.875
22.2,177.828,6.25
22.4,177.828,4.375
15.0,316.228,98.75
15.2,316.228,98.75
15.4,316.228,98.75
15.6,316.228,100.0
15.8,316.228,96.25
16.0,316.228,96.875
16.2,316.228,99.375
16.4,316.228,98.75
16.6,316.228,98.75
16.8,316.228,98.75
17.0,316.228,98.75
17.2,316.228,99.375
17.4,316.228,98.125
17.6,316.228,98.125
17.8,316.228,98.75
18.0,316.228,99.375
18.2,316.228,99.375
18.4,316.228,98.75
18.6,316.228,97.5
18.8,316.228,98.125
19.0,316.228,96.25
19.2,316.228,98.75
19.4,316.228,97.5
19.6,316.228,93.75
19.8,316.228,96.875
20.0,316.228,88.75
20.2,316.228,83.125
20.4,316.228,64.375
20.6,316.228,43.125
20.8,316.228,32.5
21.0,316.228,22.5
21.2,316.228,9.375
21.4,316.228,15.0
21.6,316.228,8.125
21.8,316.228,5.0
22.0,316.228,6.875
22.2,316.228,6.875
22.4,316.228,4.375
15.0,630.957,99.375
15.2,630.957,98.75
15.4,630.957,100.0
15.6,630.957,98.125
15.8,630.957,96.875
16.0,630.957,97.5
16.2,630.957,99.375
16.4,630.957,98.75
16.6,630.957,96.875
16.8,630.957,98.125
17.0,630.957,97.5
17.2,630.957,98.125
17.4,630.957,98.125
17.6,630.957,98.125
17.8,630.957,98.125
18.0,630.957,97.5
18.2,630.957,98.125
18.4,630.957,98.125
18.6,630.957,96.25
18.8,630.957,97.5
19.0,630.957,98.125
19.2,630.957,95.625
19.4,630.957,97.5
19.6,630.957,96.25
19.8,630.957,95.625
20.0,630.957,88.125
20.2,630.957,73.75
20.4,630.957,54.375
20.6,630.957,36.25
20.8,630.957,30.0
21.0,630.957,15.0
21.2,630.957,11.25
21.4,630.957,10.625
21.6,630.957,5.0
21.8,630.957,3.125
22.0,630.957,8.125
22.2,630.957,5.625
22.4,630.957,3.75
15.0,1412.538,98.75
15.2,1412.538,100.0
15.4,1412.538,100.0
15.6,1412.538,98.75
15.8,1412.538,99.375
16.0,1412.538,98.75
16.2,1412.538,98.125
16.4,1412.538,98.75
16.6,1412.538,98.75
16.8,1412.538,98.125
17.0,1412.538,98.75
17.2,1412.538,98.125
17.4,1412.538,98.125
17.6,1412.538,97.5
17.8,1412.538,98.125
18.0,1412.538,100.0
18.2,1412.538,98.125
18.4,1412.538,96.25
18.6,1412.538,97.5
18.8,1412.538,99.375
19.0,1412.538,98.75
19.2,1412.538,97.5
19.4,1412.538,96.875
19.6,1412.538,95.0
19.8,1412.538,95.625
20.0,1412.538,86.25
20.2,1412.538,64.375
20.4,1412.538,50.0
20.6,1412.538,31.25
20.8,1412.538,25.0
21.0,1412.538,8.75
21.2,1412.538,12.5
21.4,1412.538,13.125
21.6,1412.538,6.875
21.8,1412.538,6.875
22.0,1412.538,6.25
22.2,1412.538,6.875
22.4,1412.538,6.875
15.0,3548.134,98.75
15.2,3548.134,98.125
15.4,3548.134,99.375
15.6,3548.134,99.375
15.8,3548.134,98.125
16.0,3548.134,99.375
16.2,3548.134,99.375
16.4,3548.134,96.875
16.6,3548.134,99.375
16.8,3548.134,98.75
17.0,3548.134,96.25
17.2,3548.134,98.75
17.4,3548.134,96.875
17.6,3548.134,95.625
17.8,3548.134,96.875
18.0,3548.134,96.25
18.2,3548.134,97.5
18.4,3548.134,97.5
18.6,3548.134,98.125
18.8,3548.134,98.75
19.0,3548.134,96.25
19.2,3548.134,96.875
19.4,3548.134,98.125
19.6,3548.134,96.875
19.8,3548.134,86.25
20.0,3548.134,69.375
20.2,3548.134,50.625
20.4,3548.134,35.0
20.6,3548.134,24.375
20.8,3548.134,13.75
21.0,3548.134,15.0
21.2,3548.134,8.75
21.4,3548.134,8.125
21.6,3548.134,9.375
21.8,3548.134,6.875
22.0,3548.134,1.875
22.2,3548.134,7.5
22.4,3548.134,6.875
15.0,8912.509,98.125
15.2,8912.509,99.375
15.4,8912.509,100.0
15.6,8912.509,99.375
15.8,8912.509,97.5
16.0,8912.509,98.75
16.2,8912.509,98.125
16.4,8912.509,99.375
16.6,8912.509,98.125
16.8,8912.509,99.375
17.0,8912.509,98.125
17.2,8912.509,99.375
17.4,8912.509,99.375
17.6,8912.509,99.375
17.8,8912.509,99.375
18.0,8912.509,98.75
18.2,8912.509,99.375
18.4,8912.509,96.875
18.6,8912.509,98.75
18.8,8912.509,98.125
19.0,8912.509,98.75
19.2,8912.509,98.75
19.4,8912.509,98.75
19.6,8912.509,89.375
19.8,8912.509,81.875
20.0,8912.509,60.0
20.2,8912.509,45.0
20.4,8912.509,21.25
20.6,8912.509,23.125
20.8,8912.509,13.75
21.0,8912.509,7.5
21.2,8912.509,5.0
21.4,8912.509,8.125
21.6,8912.509,6.875
21.8,8912.509,5.625
22.0,8912.509,6.25
22.2,8912.509,6.875
22.4,8912.509,4.375
15.0,28183.829,98.125
15.2,28183.829,98.75
15.4,28183.829,98.75
15.6,28183.829,100.0
15.8,28183.829,97.5
16.0,28183.829,98.125
16.2,28183.829,98.75
16.4,28183.829,98.125
16.6,28183.829,96.875
16.8,28183.829,99.375
17.0,28183.829,98.75
17.2,28183.829,98.125
17.4,28183.829,100.0
17.6,28183.829,98.75
17.8,28183.829,96.25
18.0,28183.829,98.75
18.2,28183.829,99.375
18.4,28183.829,98.125
18.6,28183.829,99.375
18.8,28183.829,96.875
19.0,28183.829,100.0
19.2,28183.829,98.75
19.4,28183.829,91.875
19.6,28183.829,86.25
19.8,28183.829,57.5
20.0,28183.829,45.0
20.2,28183.829,30.0
20.4,28183.829,20.0
20.6,28183.829,17.5
20.8,28183.829,8.75
21.0,28183.829,8.75
21.2,28183.829,10.0
21.4,28183.829,4.375
21.6,28183.829,9.375
21.8,28183.829,1.875
22.0,28183.829,3.125
22.2,28183.829,6.25
22.4,28183.829,1.875
15.0,100000.0,99.375
15.2,100000.0,98.75
15.4,100000.0,98.125
15.6,100000.0,98.125
15.8,100000.0,100.0
16.0,100000.0,98.75
16.2,100000.0,98.75
16.4,100000.0,99.375
16.6,100000.0,96.875
16.8,100000.0,99.375
17.0,100000.0,100.0
17.2,100000.0,98.75
17.4,100000.0,98.75
17.6,100000.0,98.125
17.8,100000.0,98.125
18.0,100000.0,97.5
18.2,100000.0,98.125
18.4,100000.0,96.25
18.6,100000.0,98.75
18.8,100000.0,98.75
19.0,100000.0,95.0
19.2,100000.0,96.25
19.4,100000.0,86.875
19.6,100000.0,64.375
19.8,100000.0,48.125
20.0,100000.0,28.125
20.2,100000.0,18.75
20.4,100000.0,15.625
20.6,100000.0,6.875
20.8,100000.0,10.625
21.0,100000.0,6.875
21.2,100000.0,5.625
21.4,100000.0,3.125
21.6,100000.0,3.75
21.8,100000.0,5.625
22.0,100000.0,5.625
22.2,100000.0,3.75
22.4,100000.0,1.875
15.0,398107.171,97.5
15.2,398107.171,98.75
15.4,398107.171,100.0
15.6,398107.171,100.0
15.8,398107.171,100.0
16.0,398107.171,98.75
16.2,398107.171,98.75
16.4,398107.171,100.0
16.6,398107.171,98.75
16.8,398107.171,98.75
17.0,398107.171,100.0
17.2,398107.171,100.0
17.4,398107.171,96.25
17.6,398107.171,100.0
17.8,398107.171,96.25
18.0,398107.171,97.5
18.2,398107.171,96.25
18.4,398107.171,98.75
18.6,398107.171,98.75
18.8,398107.171,95.0
19.0,398107.171,96.25
19.2,398107.171,90.0
19.4,398107.171,77.5
19.6,398107.171,50.0
19.8,398107.171,38.75
20.0,398107.171,23.75
20.2,398107.171,18.75
20.4,398107.171,16.25
20.6,398107.171,10.0
20.8,398107.171,6.25
21.0,398107.171,13.75
21.2,398107.171,7.5
21.4,398107.171,6.25
21.6,398107.171,2.5
21.8,398107.171,7.5
22.0,398107.171,2.5
22.2,398107.171,5.0
22.4,398107.171,2.5
15.0,1995262.315,100.0
15.2,1995262.315,100.0
15.4,1995262.315,97.5
15.6,1995262.315,98.75
15.8,1995262.315,97.5
16.0,1995262.315,98.75
16.2,1995262.315,100.0
16.4,1995262.315,98.75
16.6,1995262.315,100.0
16.8,1995262.315,98.75
17.0,1995262.315,98.75
17.2,1995262.315,97.5
17.4,1995262.315,97.5
17.6,1995262.315,98.75
17.8,1995262.315,97.5
18.0,1995262.315,98.75
18.2,1995262.315,98.75
18.4,1995262.315,97.5
18.6,1995262.315,97.5
18.8,1995262.315,96.25
19.0,1995262.315,93.75
19.2,1995262.315,80.0
19.4,1995262.315,51.25
19.6,1995262.315,42.5
19.8,1995262.315,28.75
20.0,1995262.315,15.0
20.2,1995262.315,10.0
20.4,1995262.315,12.5
20.6,1995262.315,10.0
20.8,1995262.315,11.25
21.0,1995262.315,5.0
21.2,1995262.315,10.0
21.4,1995262.315,6.25
21.6,1995262.315,6.25
21.8,1995262.315,5.0
22.0,1995262.315,3.75
22.2,1995262.315,3.75
22.4,1995262.315,3.75
15.0,11220184.543,98.75
15.2,11220184.543,98.75
15.4,11220184.543,98.75
15.6,11220184.543,98.75
15.8,11220184.543,100.0
16.0,11220184.543,98.75
16.2,11220184.543,100.0
16.4,11220184.543,100.0
16.6,11220184.543,98.75
16.8,11220184.543,100.0
17.0,11220184.543,100.0
17.2,11220184.543,100.0
17.4,11220184.543,98.75
17.6,11220184.543,96.25
17.8,11220184.543,98.75
18.0,11220184.543,96.25
18.2,11220184.543,95.0
18.4,11220184.543,98.75
18.6,11220184.543,100.0
18.8,11220184.543,92.5
19.0,11220184.543,81.25
19.2,11220184.543,67.5
19.4,11220184.543,36.25
19.6,11220184.543,21.25
19.8,11220184.543,15.0
20.0,11220184.543,17.5
20.2,11220184.543,15.0
20.4,11220184.543,11.25
20.6,11220184.543,6.25
20.8,11220184.543,5.0
21.0,11220184.543,7.5
21.2,11220184.543,6.25
21.4,11220184.543,2.5
21.6,11220184.543,6.25
21.8,11220184.543,3.75
22.0,11220184.543,2.5
22.2,11220184.543,6.25
22.4,11220184.543,2.5
15.0,79432823.472,100.0
15.2,79432823.472,100.0
15.4,79432823.472,100.0
15.6,79432823.472,100.0
15.8,79432823.472,100.0
16.0,79432823.472,98.75
16.2,79432823.472,100.0
16.4,79432823.472,97.5
16.6,79432823.472,98.75
16.8,79432823.472,100.0
17.0,79432823.472,98.75
17.2,79432823.472,98.75
17.4,79432823.472,97.5
17.6,79432823.472,98.75
17.8,79432823.472,98.75
18.0,79432823.472,98.75
18.2,79432823.472,97.5
18.4,79432823.472,97.5
18.6,79432823.472,96.25
18.8,79432823.472,87.5
19.0,79432823.472,71.25
19.2,79432823.472,47.5
19.4,79432823.472,22.5
19.6,79432823.472,18.75
19.8,79432823.472,17.5
20.0,79432823.472,7.5
20.2,79432823.472,13.75
20.4,79432823.472,2.5
20.6,79432823.472,10.0
20.8,79432823.472,2.5
21.0,79432823.472,3.75
21.2,79432823.472,7.5
21.4,79432823.472,2.5
21.6,79432823.472,5.0
21.8,79432823.472,1.25
22.0,79432823.472,2.5
22.2,79432823.472,5.0
22.4,79432823.472,0.0
15.0,794328234.724,100.0
15.2,794328234.724,100.0
15.4,794328234.724,100.0
15.6,794328234.724,98.75
15.8,794328234.724,100.0
16.0,794328234.724,100.0
16.2,794328234.724,98.75
16.4,794328234.724,100.0
16.6,794328234.724,98.75
16.8,794328234.724,98.75
17.0,794328234.724,100.0
17.2,794328234.724,98.75
17.4,794328234.724,96.25
17.6,794328234.724,96.25
17.8,794328234.724,97.5
18.0,794328234.724,98.75
18.2,794328234.724,97.5
18.4,794328234.724,93.75
18.6,794328234.724,88.75
18.8,794328234.724,58.75
19.0,794328234.724,48.75
19.2,794328234.724,25.0
19.4,794328234.724,21.25
19.6,794328234.724,15.0
19.8,794328234.724,16.25
20.0,794328234.724,7.5
20.2,794328234.724,7.5
20.4,794328234.724,6.25
20.6,794328234.724,5.0
20.8,794328234.724,1.25
21.0,794328234.724,6.25
21.2,794328234.724,2.5
21.4,794328234.724,2.5
21.6,794328234.724,6.25
21.8,794328234.724,3.75
22.0,794328234.724,1.25
22.2,794328234.724,0.0
22.4,794328234.724,0.0
15.0,10000000000.0,97.5
15.2,10000000000.0,97.5
15.4,10000000000.0,100.0
15.6,10000000000.0,100.0
15.8,10000000000.0,97.5
16.0,10000000000.0,100.0
16.2,10000000000.0,97.5
16.4,10000000000.0,100.0
16.6,10000000000.0,95.0
16.8,10000000000.0,100.0
17.0,10000000000.0,100.0
17.2,10000000000.0,100.0
17.4,10000000000.0,98.75
17.6,10000000000.0,98.75
17.8,10000000000.0,97.5
18.0,10000000000.0,96.25
18.2,10000000000.0,91.25
18.4,10000000000.0,86.25
18.6,10000000000.0,78.75
18.8,10000000000.0,48.75
19.0,10000000000.0,31.25
19.2,10000000000.0,18.75
19.4,10000000000.0,11.25
19.6,10000000000.0,7.5
19.8,10000000000.0,12.5
20.0,10000000000.0,5.0
20.2,10000000000.0,6.25
20.4,10000000000.0,5.0
20.6,10000000000.0,5.0
20.8,10000000000.0,7.5
21.0,10000000000.0,5.0
21.2,10000000000.0,5.0
21.4,10000000000.0,7.5
21.6,10000000000.0,2.5
21.8,10000000000.0,0.0
22.0,10000000000.0,0.0
22.2,10000000000.0,0.0
22.4,10000000000.0,0.0
15.0,158489319246.111,100.0
15.2,158489319246.111,100.0
15.4,158489319246.111,100.0
15.6,158489319246.111,100.0
15.8,158489319246.111,100.0
16.0,158489319246.111,97.5
16.2,158489319246.111,100.0
16.4,158489319246.111,100.0
16.6,158489319246.111,100.0
16.8,158489319246.111,98.75
17.0,158489319246.111,100.0
17.2,158489319246.111,98.75
17.4,158489319246.111,98.75
17.6,158489319246.111,97.5
17.8,158489319246.111,97.5
18.0,158489319246.111,98.75
18.2,158489319246.111,92.5
18.4,158489319246.111,75.0
18.6,158489319246.111,43.75
18.8,158489319246.111,36.25
19.0,158489319246.111,22.5
19.2,158489319246.111,13.75
19.4,158489319246.111,11.25
19.6,158489319246.111,5.0
19.8,158489319246.111,16.25
20.0,158489319246.111,15.0
20.2,158489319246.111,3.75
20.4,158489319246.111,3.75
20.6,158489319246.111,6.25
20.8,158489319246.111,5.0
21.0,158489319246.111,7.5
21.2,158489319246.111,7.5
21.4,158489319246.111,3.75
21.6,158489319246.111,0.0
21.8,158489319246.111,0.0
22.0,158489319246.111,0.0
22.2,158489319246.111,0.0
22.4,158489319246.111,0.0
15.0,3548133892335.76,100.0
15.2,3548133892335.76,100.0
15.4,3548133892335.76,100.0
15.6,3548133892335.76,100.0
15.8,3548133892335.76,100.0
16.0,3548133892335.76,100.0
16.2,3548133892335.76,100.0
16.4,3548133892335.76,100.0
16.6,3548133892335.76,97.5
16.8,3548133892335.76,100.0
17.0,3548133892335.76,100.0
17.2,3548133892335.76,98.75
17.4,3548133892335.76,97.5
17.6,3548133892335.76,97.5
17.8,3548133892335.76,98.75
18.0,3548133892335.76,86.25
18.2,3548133892335.76,75.0
18.4,3548133892335.76,45.0
18.6,3548133892335.76,26.25
18.8,3548133892335.76,16.25
19.0,3548133892335.76,17.5
19.2,3548133892335.76,10.0
19.4,3548133892335.76,5.0
19.6,3548133892335.76,11.25
19.8,3548133892335.76,5.0
20.0,3548133892335.76,5.0
20.2,3548133892335.76,3.75
20.4,3548133892335.76,6.25
